date,amfi_code,nav,scheme_name
2021-10-11,119092,4568.1669,HDFC Money Market Fund - Growth Option - Direct Plan
2021-10-12,119092,4568.8408,HDFC Money Market Fund - Growth Option - Direct Plan
2021-10-13,119092,4569.5195,HDFC Money Market Fund - Growth Option - Direct Plan
2021-10-14,119092,4569.9784,HDFC Money Market Fund - Growth Option - Direct Plan
2021-10-15,119092,4569.9784,
2021-10-16,119092,4569.9784,
2021-10-17,119092,4569.9784,
2021-10-18,119092,4571.3598,HDFC Money Market Fund - Growth Option - Direct Plan
2021-10-19,119092,4571.3598,
2021-10-20,119092,4571.9803,HDFC Money Market Fund - Growth Option - Direct Plan
2021-10-21,119092,4572.1817,HDFC Money Market Fund - Growth Option - Direct Plan
2021-10-22,119092,4572.6342,HDFC Money Market Fund - Growth Option - Direct Plan
2021-10-23,119092,4572.6342,
2021-10-24,119092,4572.6342,
2021-10-25,119092,4573.4961,HDFC Money Market Fund - Growth Option - Direct Plan
2021-10-26,119092,4573.5217,HDFC Money Market Fund - Growth Option - Direct Plan
2021-10-27,119092,4573.0305,HDFC Money Market Fund - Growth Option - Direct Plan
2021-10-28,119092,4573.4098,HDFC Money Market Fund - Growth Option - Direct Plan
2021-10-29,119092,4573.74,HDFC Money Market Fund - Growth Option - Direct Plan
2021-10-30,119092,4573.74,
2021-10-31,119092,4573.74,
2021-11-01,119092,4574.986,HDFC Money Market Fund - Growth Option - Direct Plan
2021-11-02,119092,4575.5992,HDFC Money Market Fund - Growth Option - Direct Plan
2021-11-03,119092,4576.4689,HDFC Money Market Fund - Growth Option - Direct Plan
2021-11-04,119092,4576.4689,
2021-11-05,119092,4576.4689,
2021-11-06,119092,4576.4689,
2021-11-07,119092,4576.4689,
2021-11-08,119092,4579.5727,HDFC Money Market Fund - Growth Option - Direct Plan
2021-11-09,119092,4580.4955,HDFC Money Market Fund - Growth Option - Direct Plan
2021-11-10,119092,4581.0272,HDFC Money Market Fund - Growth Option - Direct Plan
2021-11-11,119092,4581.6809,HDFC Money Market Fund - Growth Option - Direct Plan
2021-11-12,119092,4582.2852,HDFC Money Market Fund - Growth Option - Direct Plan
2021-11-13,119092,4582.2852,
2021-11-14,119092,4582.2852,
2021-11-15,119092,4583.8046,HDFC Money Market Fund - Growth Option - Direct Plan
2021-11-16,119092,4584.2467,HDFC Money Market Fund - Growth Option - Direct Plan
2021-11-17,119092,4584.6403,HDFC Money Market Fund - Growth Option - Direct Plan
2021-11-18,119092,4585.2098,HDFC Money Market Fund - Growth Option - Direct Plan
2021-11-19,119092,4585.2098,
2021-11-20,119092,4585.2098,
2021-11-21,119092,4585.2098,
2021-11-22,119092,4586.9664,HDFC Money Market Fund - Growth Option - Direct Plan
2021-11-23,119092,4587.4715,HDFC Money Market Fund - Growth Option - Direct Plan
2021-11-24,119092,4587.9394,HDFC Money Market Fund - Growth Option - Direct Plan
2021-11-25,119092,4588.3537,HDFC Money Market Fund - Growth Option - Direct Plan
2021-11-26,119092,4588.7366,HDFC Money Market Fund - Growth Option - Direct Plan
2021-11-27,119092,4588.7366,
2021-11-28,119092,4588.7366,
2021-11-29,119092,4590.1587,HDFC Money Market Fund - Growth Option - Direct Plan
2021-11-30,119092,4590.8319,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-01,119092,4591.4405,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-02,119092,4591.9844,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-03,119092,4592.389,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-04,119092,4592.389,
2021-12-05,119092,4592.389,
2021-12-06,119092,4593.7536,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-07,119092,4594.1589,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-08,119092,4595.1205,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-09,119092,4595.4849,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-10,119092,4595.9446,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-11,119092,4595.9446,
2021-12-12,119092,4595.9446,
2021-12-13,119092,4597.4011,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-14,119092,4597.7966,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-15,119092,4598.1811,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-16,119092,4598.1818,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-17,119092,4598.6221,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-18,119092,4598.6221,
2021-12-19,119092,4598.6221,
2021-12-20,119092,4599.9703,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-21,119092,4600.15,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-22,119092,4600.4721,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-23,119092,4600.6583,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-24,119092,4601.4172,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-25,119092,4601.4172,
2021-12-26,119092,4601.4172,
2021-12-27,119092,4603.0952,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-28,119092,4603.583,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-29,119092,4604.2224,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-30,119092,4604.8427,HDFC Money Market Fund - Growth Option - Direct Plan
2021-12-31,119092,4605.4674,HDFC Money Market Fund - Growth Option - Direct Plan
2022-01-01,119092,4605.4674,
2022-01-02,119092,4605.4674,
2022-01-03,119092,4607.4503,HDFC Money Market Fund - Growth Option - Direct Plan
2022-01-04,119092,4607.9349,HDFC Money Market Fund - Growth Option - Direct Plan
2022-01-05,119092,4608.5927,HDFC Money Market Fund - Growth Option - Direct Plan
2022-01-06,119092,4609.1648,HDFC Money Market Fund - Growth Option - Direct Plan
2022-01-07,119092,4609.615,HDFC Money Market Fund - Growth Option - Direct Plan
2022-01-08,119092,4609.615,
2022-01-09,119092,4609.615,
2022-01-10,119092,4611.0181,HDFC Money Market Fund - Growth Option - Direct Plan
2022-01-11,119092,4611.553,HDFC Money Market Fund - Growth Option - Direct Plan
2022-01-12,119092,4612.1668,HDFC Money Market Fund - Growth Option - Direct Plan
2022-01-13,119092,4612.896,HDFC Money Market Fund - Growth Option - Direct Plan
2022-01-14,119092,4613.4875,HDFC Money Market Fund - Growth Option - Direct Plan
2022-01-15,119092,4613.4875,
2022-01-16,119092,4613.4875,
2022-01-17,119092,4614.8942,HDFC Money Market Fund - Growth Option - Direct Plan
2022-01-18,119092,4615.3083,HDFC Money Market Fund - Growth Option - Direct Plan
2022-01-19,119092,4615.2395,HDFC Money Market Fund - Growth Option - Direct Plan
2022-01-20,119092,4615.744,HDFC Money Market Fund - Growth Option - Direct Plan
2022-01-21,119092,4616.2092,HDFC Money Market Fund - Growth Option - Direct Plan
2022-01-22,119092,4616.2092,
2022-01-23,119092,4616.2092,
2022-01-24,119092,4617.7111,HDFC Money Market Fund - Growth Option - Direct Plan
2022-01-25,119092,4618.0168,HDFC Money Market Fund - Growth Option - Direct Plan
2022-01-26,119092,4618.0168,
2022-01-27,119092,4618.7539,HDFC Money Market Fund - Growth Option - Direct Plan
2022-01-28,119092,4619.2857,HDFC Money Market Fund - Growth Option - Direct Plan
2022-01-29,119092,4619.2857,
2022-01-30,119092,4619.2857,
2022-01-31,119092,4620.7865,HDFC Money Market Fund - Growth Option - Direct Plan
2022-02-01,119092,4620.5663,HDFC Money Market Fund - Growth Option - Direct Plan
2022-02-02,119092,4619.9429,HDFC Money Market Fund - Growth Option - Direct Plan
2022-02-03,119092,4620.4475,HDFC Money Market Fund - Growth Option - Direct Plan
2022-02-04,119092,4620.8555,HDFC Money Market Fund - Growth Option - Direct Plan
2022-02-05,119092,4620.8555,
2022-02-06,119092,4620.8555,
2022-02-07,119092,4620.8555,
2022-02-08,119092,4622.9825,HDFC Money Market Fund - Growth Option - Direct Plan
2022-02-09,119092,4623.3864,HDFC Money Market Fund - Growth Option - Direct Plan
2022-02-10,119092,4625.1949,HDFC Money Market Fund - Growth Option - Direct Plan
2022-02-11,119092,4625.8896,HDFC Money Market Fund - Growth Option - Direct Plan
2022-02-12,119092,4625.8896,
2022-02-13,119092,4625.8896,
2022-02-14,119092,4627.9324,HDFC Money Market Fund - Growth Option - Direct Plan
2022-02-15,119092,4628.7003,HDFC Money Market Fund - Growth Option - Direct Plan
2022-02-16,119092,4629.5429,HDFC Money Market Fund - Growth Option - Direct Plan
2022-02-17,119092,4630.1005,HDFC Money Market Fund - Growth Option - Direct Plan
2022-02-18,119092,4630.4697,HDFC Money Market Fund - Growth Option - Direct Plan
2022-02-19,119092,4630.4697,
2022-02-20,119092,4630.4697,
2022-02-21,119092,4631.8507,HDFC Money Market Fund - Growth Option - Direct Plan
2022-02-22,119092,4632.2755,HDFC Money Market Fund - Growth Option - Direct Plan
2022-02-23,119092,4632.8729,HDFC Money Market Fund - Growth Option - Direct Plan
2022-02-24,119092,4633.3979,HDFC Money Market Fund - Growth Option - Direct Plan
2022-02-25,119092,4633.8466,HDFC Money Market Fund - Growth Option - Direct Plan
2022-02-26,119092,4633.8466,
2022-02-27,119092,4633.8466,
2022-02-28,119092,4635.194,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-01,119092,4635.194,
2022-03-02,119092,4636.0196,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-03,119092,4635.5449,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-04,119092,4635.9975,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-05,119092,4635.9975,
2022-03-06,119092,4635.9975,
2022-03-07,119092,4637.2965,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-08,119092,4637.4429,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-09,119092,4637.9572,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-10,119092,4638.5529,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-11,119092,4639.5085,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-12,119092,4639.5085,
2022-03-13,119092,4639.5085,
2022-03-14,119092,4641.6497,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-15,119092,4642.8394,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-16,119092,4643.7689,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-17,119092,4644.4722,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-18,119092,4644.4722,
2022-03-19,119092,4644.4722,
2022-03-20,119092,4644.4722,
2022-03-21,119092,4646.9229,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-22,119092,4647.284,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-23,119092,4648.1251,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-24,119092,4649.185,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-25,119092,4649.9585,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-26,119092,4649.9585,
2022-03-27,119092,4649.9585,
2022-03-28,119092,4651.7928,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-29,119092,4652.382,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-30,119092,4653.235,HDFC Money Market Fund - Growth Option - Direct Plan
2022-03-31,119092,4654.7981,HDFC Money Market Fund - Growth Option - Direct Plan
2022-04-01,119092,4654.7981,
2022-04-02,119092,4654.7981,
2022-04-03,119092,4654.7981,
2022-04-04,119092,4657.4126,HDFC Money Market Fund - Growth Option - Direct Plan
2022-04-05,119092,4657.8426,HDFC Money Market Fund - Growth Option - Direct Plan
2022-04-06,119092,4658.9033,HDFC Money Market Fund - Growth Option - Direct Plan
2022-04-07,119092,4659.715,HDFC Money Market Fund - Growth Option - Direct Plan
2022-04-08,119092,4657.34,HDFC Money Market Fund - Growth Option - Direct Plan
2022-04-09,119092,4657.34,
2022-04-10,119092,4657.34,
2022-04-11,119092,4658.4514,HDFC Money Market Fund - Growth Option - Direct Plan
2022-04-12,119092,4659.2025,HDFC Money Market Fund - Growth Option - Direct Plan
2022-04-13,119092,4658.6761,HDFC Money Market Fund - Growth Option - Direct Plan
2022-04-14,119092,4658.6761,
2022-04-15,119092,4658.6761,
2022-04-16,119092,4658.6761,
2022-04-17,119092,4658.6761,
2022-04-18,119092,4661.7632,HDFC Money Market Fund - Growth Option - Direct Plan
2022-04-19,119092,4663.0264,HDFC Money Market Fund - Growth Option - Direct Plan
2022-04-20,119092,4664.1992,HDFC Money Market Fund - Growth Option - Direct Plan
2022-04-21,119092,4665.1007,HDFC Money Market Fund - Growth Option - Direct Plan
2022-04-22,119092,4665.5094,HDFC Money Market Fund - Growth Option - Direct Plan
2022-04-23,119092,4665.5094,
2022-04-24,119092,4665.5094,
2022-04-25,119092,4667.0374,HDFC Money Market Fund - Growth Option - Direct Plan
2022-04-26,119092,4667.5017,HDFC Money Market Fund - Growth Option - Direct Plan
2022-04-27,119092,4667.9813,HDFC Money Market Fund - Growth Option - Direct Plan
2022-04-28,119092,4668.3986,HDFC Money Market Fund - Growth Option - Direct Plan
2022-04-29,119092,4668.6368,HDFC Money Market Fund - Growth Option - Direct Plan
2022-04-30,119092,4668.6368,
2022-05-01,119092,4668.6368,
2022-05-02,119092,4670.3438,HDFC Money Market Fund - Growth Option - Direct Plan
2022-05-03,119092,4670.3438,
2022-05-04,119092,4663.213,HDFC Money Market Fund - Growth Option - Direct Plan
2022-05-05,119092,4659.8157,HDFC Money Market Fund - Growth Option - Direct Plan
2022-05-06,119092,4659.6753,HDFC Money Market Fund - Growth Option - Direct Plan
2022-05-07,119092,4659.6753,
2022-05-08,119092,4659.6753,
2022-05-09,119092,4661.0231,HDFC Money Market Fund - Growth Option - Direct Plan
2022-05-10,119092,4661.6695,HDFC Money Market Fund - Growth Option - Direct Plan
2022-05-11,119092,4661.465,HDFC Money Market Fund - Growth Option - Direct Plan
2022-05-12,119092,4661.152,HDFC Money Market Fund - Growth Option - Direct Plan
2022-05-13,119092,4660.4211,HDFC Money Market Fund - Growth Option - Direct Plan
2022-05-14,119092,4660.4211,
2022-05-15,119092,4660.4211,
2022-05-16,119092,4660.4211,
2022-05-17,119092,4663.1568,HDFC Money Market Fund - Growth Option - Direct Plan
2022-05-18,119092,4663.6769,HDFC Money Market Fund - Growth Option - Direct Plan
2022-05-19,119092,4663.7603,HDFC Money Market Fund - Growth Option - Direct Plan
2022-05-20,119092,4664.2514,HDFC Money Market Fund - Growth Option - Direct Plan
2022-05-21,119092,4664.2514,
2022-05-22,119092,4664.2514,
2022-05-23,119092,4666.596,HDFC Money Market Fund - Growth Option - Direct Plan
2022-05-24,119092,4667.5383,HDFC Money Market Fund - Growth Option - Direct Plan
2022-05-25,119092,4668.4291,HDFC Money Market Fund - Growth Option - Direct Plan
2022-05-26,119092,4669.0501,HDFC Money Market Fund - Growth Option - Direct Plan
2022-05-27,119092,4669.7316,HDFC Money Market Fund - Growth Option - Direct Plan
2022-05-28,119092,4669.7316,
2022-05-29,119092,4669.7316,
2022-05-30,119092,4671.509,HDFC Money Market Fund - Growth Option - Direct Plan
2022-05-31,119092,4672.3555,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-01,119092,4673.3433,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-02,119092,4673.7496,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-03,119092,4674.391,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-04,119092,4674.391,
2022-06-05,119092,4674.391,
2022-06-06,119092,4675.7967,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-07,119092,4674.5003,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-08,119092,4677.4139,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-09,119092,4678.2477,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-10,119092,4678.9235,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-11,119092,4678.9235,
2022-06-12,119092,4678.9235,
2022-06-13,119092,4680.1182,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-14,119092,4680.7705,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-15,119092,4681.0599,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-16,119092,4681.3669,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-17,119092,4681.5415,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-18,119092,4681.5415,
2022-06-19,119092,4681.5415,
2022-06-20,119092,4683.6357,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-21,119092,4684.3607,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-22,119092,4685.4043,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-23,119092,4686.3543,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-24,119092,4687.3746,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-25,119092,4687.3746,
2022-06-26,119092,4687.3746,
2022-06-27,119092,4689.5122,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-28,119092,4690.0126,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-29,119092,4690.6171,HDFC Money Market Fund - Growth Option - Direct Plan
2022-06-30,119092,4691.8689,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-01,119092,4693.1419,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-02,119092,4693.1419,
2022-07-03,119092,4693.1419,
2022-07-04,119092,4695.8615,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-05,119092,4697.1427,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-06,119092,4698.6958,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-07,119092,4699.4328,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-08,119092,4699.9447,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-09,119092,4699.9447,
2022-07-10,119092,4699.9447,
2022-07-11,119092,4701.8292,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-12,119092,4702.207,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-13,119092,4703.3254,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-14,119092,4703.9887,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-15,119092,4704.6836,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-16,119092,4704.6836,
2022-07-17,119092,4704.6836,
2022-07-18,119092,4706.4281,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-19,119092,4706.7889,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-20,119092,4707.0615,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-21,119092,4707.005,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-22,119092,4707.6646,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-23,119092,4707.6646,
2022-07-24,119092,4707.6646,
2022-07-25,119092,4709.8015,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-26,119092,4709.6138,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-27,119092,4709.4904,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-28,119092,4710.3011,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-29,119092,4711.2872,HDFC Money Market Fund - Growth Option - Direct Plan
2022-07-30,119092,4711.2872,
2022-07-31,119092,4711.2872,
2022-08-01,119092,4714.5361,HDFC Money Market Fund - Growth Option - Direct Plan
2022-08-02,119092,4715.8905,HDFC Money Market Fund - Growth Option - Direct Plan
2022-08-03,119092,4716.4678,HDFC Money Market Fund - Growth Option - Direct Plan
2022-08-04,119092,4717.3196,HDFC Money Market Fund - Growth Option - Direct Plan
2022-08-05,119092,4717.2189,HDFC Money Market Fund - Growth Option - Direct Plan
2022-08-06,119092,4717.2189,
2022-08-07,119092,4717.2189,
2022-08-08,119092,4719.2694,HDFC Money Market Fund - Growth Option - Direct Plan
2022-08-09,119092,4719.2694,
2022-08-10,119092,4720.8499,HDFC Money Market Fund - Growth Option - Direct Plan
2022-08-11,119092,4721.6218,HDFC Money Market Fund - Growth Option - Direct Plan
2022-08-12,119092,4722.2678,HDFC Money Market Fund - Growth Option - Direct Plan
2022-08-13,119092,4722.2678,
2022-08-14,119092,4722.2678,
2022-08-15,119092,4722.2678,
2022-08-16,119092,4722.2678,
2022-08-17,119092,4726.2839,HDFC Money Market Fund - Growth Option - Direct Plan
2022-08-18,119092,4727.0674,HDFC Money Market Fund - Growth Option - Direct Plan
2022-08-19,119092,4727.9443,HDFC Money Market Fund - Growth Option - Direct Plan
2022-08-20,119092,4727.9443,
2022-08-21,119092,4727.9443,
2022-08-22,119092,4730.0494,HDFC Money Market Fund - Growth Option - Direct Plan
2022-08-23,119092,4730.9164,HDFC Money Market Fund - Growth Option - Direct Plan
2022-08-24,119092,4731.7676,HDFC Money Market Fund - Growth Option - Direct Plan
2022-08-25,119092,4732.2661,HDFC Money Market Fund - Growth Option - Direct Plan
2022-08-26,119092,4732.6881,HDFC Money Market Fund - Growth Option - Direct Plan
2022-08-27,119092,4732.6881,
2022-08-28,119092,4732.6881,
2022-08-29,119092,4734.7974,HDFC Money Market Fund - Growth Option - Direct Plan
2022-08-30,119092,4735.4654,HDFC Money Market Fund - Growth Option - Direct Plan
2022-08-31,119092,4735.4654,
2022-09-01,119092,4737.0132,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-02,119092,4738.0271,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-03,119092,4738.0271,
2022-09-04,119092,4738.0271,
2022-09-05,119092,4740.6276,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-06,119092,4741.5332,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-07,119092,4742.3355,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-08,119092,4743.0082,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-09,119092,4743.7475,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-10,119092,4743.7475,
2022-09-11,119092,4743.7475,
2022-09-12,119092,4745.6667,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-13,119092,4746.1654,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-14,119092,4746.0148,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-15,119092,4746.1608,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-16,119092,4746.4594,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-17,119092,4746.4594,
2022-09-18,119092,4746.4594,
2022-09-19,119092,4748.6951,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-20,119092,4748.1787,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-21,119092,4748.1439,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-22,119092,4748.3794,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-23,119092,4748.4249,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-24,119092,4748.4249,
2022-09-25,119092,4748.4249,
2022-09-26,119092,4748.9929,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-27,119092,4747.9878,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-28,119092,4748.7921,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-29,119092,4751.0903,HDFC Money Market Fund - Growth Option - Direct Plan
2022-09-30,119092,4753.1669,HDFC Money Market Fund - Growth Option - Direct Plan
2022-10-01,119092,4753.1669,
2022-10-02,119092,4753.1669,
2022-10-03,119092,4756.8968,HDFC Money Market Fund - Growth Option - Direct Plan
2022-10-04,119092,4758.2177,HDFC Money Market Fund - Growth Option - Direct Plan
2022-10-05,119092,4758.2177,
2022-10-06,119092,4759.7043,HDFC Money Market Fund - Growth Option - Direct Plan
2022-10-07,119092,4759.8123,HDFC Money Market Fund - Growth Option - Direct Plan
2022-10-08,119092,4759.8123,
2022-10-09,119092,4759.8123,
2022-10-10,119092,4760.9666,HDFC Money Market Fund - Growth Option - Direct Plan
2022-10-11,119092,4759.9544,HDFC Money Market Fund - Growth Option - Direct Plan
2022-10-12,119092,4760.2893,HDFC Money Market Fund - Growth Option - Direct Plan
2022-10-13,119092,4760.9857,HDFC Money Market Fund - Growth Option - Direct Plan
2022-10-14,119092,4761.2049,HDFC Money Market Fund - Growth Option - Direct Plan
2022-10-15,119092,4761.2049,
2022-10-16,119092,4761.2049,
2022-10-17,119092,4763.8856,HDFC Money Market Fund - Growth Option - Direct Plan
2022-10-18,119092,4764.8776,HDFC Money Market Fund - Growth Option - Direct Plan
2022-10-19,119092,4765.3101,HDFC Money Market Fund - Growth Option - Direct Plan
2022-10-20,119092,4765.9275,HDFC Money Market Fund - Growth Option - Direct Plan
2022-10-21,119092,4766.0779,HDFC Money Market Fund - Growth Option - Direct Plan
2022-10-22,119092,4766.0779,
2022-10-23,119092,4766.0779,
2022-10-24,119092,4766.0779,
2022-10-25,119092,4769.6382,HDFC Money Market Fund - Growth Option - Direct Plan
2022-10-26,119092,4769.6382,
2022-10-27,119092,4771.9116,HDFC Money Market Fund - Growth Option - Direct Plan
2022-10-28,119092,4772.4939,HDFC Money Market Fund - Growth Option - Direct Plan
2022-10-29,119092,4772.4939,
2022-10-30,119092,4772.4939,
2022-10-31,119092,4775.3215,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-01,119092,4776.3935,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-02,119092,4777.494,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-03,119092,4778.3629,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-04,119092,4779.3106,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-05,119092,4779.3106,
2022-11-06,119092,4779.3106,
2022-11-07,119092,4782.0135,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-08,119092,4782.0135,
2022-11-09,119092,4783.6951,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-10,119092,4784.6486,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-11,119092,4785.9519,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-12,119092,4785.9519,
2022-11-13,119092,4785.9519,
2022-11-14,119092,4788.6422,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-15,119092,4789.6235,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-16,119092,4790.8597,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-17,119092,4792.1498,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-18,119092,4792.9297,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-19,119092,4792.9297,
2022-11-20,119092,4792.9297,
2022-11-21,119092,4795.592,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-22,119092,4796.1731,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-23,119092,4797.0432,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-24,119092,4797.8653,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-25,119092,4798.8306,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-26,119092,4798.8306,
2022-11-27,119092,4798.8306,
2022-11-28,119092,4801.6441,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-29,119092,4802.6233,HDFC Money Market Fund - Growth Option - Direct Plan
2022-11-30,119092,4803.702,HDFC Money Market Fund - Growth Option - Direct Plan
2022-12-01,119092,4804.6714,HDFC Money Market Fund - Growth Option - Direct Plan
2022-12-02,119092,4805.6153,HDFC Money Market Fund - Growth Option - Direct Plan
2022-12-03,119092,4805.6153,
2022-12-04,119092,4805.6153,
2022-12-05,119092,4808.5531,HDFC Money Market Fund - Growth Option - Direct Plan
2022-12-06,119092,4809.7359,HDFC Money Market Fund - Growth Option - Direct Plan
2022-12-07,119092,4809.8806,HDFC Money Market Fund - Growth Option - Direct Plan
2022-12-08,119092,4810.9594,HDFC Money Market Fund - Growth Option - Direct Plan
2022-12-09,119092,4812.0976,HDFC Money Market Fund - Growth Option - Direct Plan
