investor_id,age,age_group,gender,sip_amount,city_tier,state
101056,41,36-50,Male,4000.0,T30,Gujarat
101057,31,26-35,Female,3000.0,T30,Karnataka
101058,32,26-35,Male,5000.0,T30,Telangana
101059,36,36-50,Male,13000.0,T30,Gujarat
101060,38,36-50,Male,7000.0,B30,Karnataka
101061,33,26-35,Male,3500.0,T30,Maharashtra
101062,18,18-25,Other,4500.0,B30,Gujarat
101063,47,36-50,Female,6000.0,T30,Kerala
101064,29,26-35,Female,4000.0,T30,Tamil Nadu
101065,21,18-25,Male,1000.0,T30,Tamil Nadu
101066,30,26-35,Male,5000.0,T30,Gujarat
101067,35,26-35,Other,10500.0,T30,Maharashtra
101068,27,26-35,Male,2000.0,B30,Kerala
101069,28,26-35,Male,3000.0,B30,Madhya Pradesh
101070,30,26-35,Male,4500.0,T30,Maharashtra
101071,37,36-50,Male,10000.0,T30,Delhi
101072,26,26-35,Female,5500.0,T30,Karnataka
101073,37,36-50,Male,7500.0,T30,Uttar Pradesh
101074,20,18-25,Female,1500.0,B30,Gujarat
101075,54,50+,Male,11000.0,B30,Tamil Nadu
101076,44,36-50,Male,2000.0,T30,Maharashtra
101077,31,26-35,Female,9000.0,T30,Telangana
101078,37,36-50,Female,24500.0,B30,Gujarat
101079,22,18-25,Female,3000.0,T30,Gujarat
101080,39,36-50,Male,5000.0,T30,Gujarat
101081,42,36-50,Male,8500.0,B30,Maharashtra
101082,36,36-50,Female,3500.0,T30,West Bengal
101083,43,36-50,Female,4000.0,T30,Maharashtra
101084,33,26-35,Male,6000.0,T30,Haryana
101085,32,26-35,Male,6500.0,T30,Haryana
101086,27,26-35,Male,5500.0,T30,Telangana
101087,39,36-50,Female,3500.0,T30,Madhya Pradesh
101088,25,18-25,Female,7000.0,T30,West Bengal
101089,38,36-50,Female,10500.0,T30,Delhi
101090,37,36-50,Female,7000.0,B30,Uttar Pradesh
101091,47,36-50,Female,7500.0,B30,Maharashtra
101092,39,36-50,Female,5000.0,T30,Tamil Nadu
101093,18,18-25,Male,1500.0,T30,Maharashtra
101094,27,26-35,Male,19500.0,T30,Kerala
101095,27,26-35,Female,2500.0,T30,Kerala
101096,26,26-35,Male,3000.0,B30,Maharashtra
101097,43,36-50,Female,6000.0,B30,Tamil Nadu
101098,18,18-25,Male,1500.0,T30,Tamil Nadu
101099,48,36-50,Male,7500.0,T30,Karnataka
101100,43,36-50,Male,5500.0,B30,Maharashtra
101101,35,26-35,Male,4000.0,T30,Maharashtra
101102,37,36-50,Male,6000.0,B30,Tamil Nadu
101103,34,26-35,Male,4000.0,B30,Delhi
101104,35,26-35,Male,2000.0,T30,Maharashtra
101105,45,36-50,Male,6000.0,T30,Karnataka
101106,31,26-35,Female,4000.0,T30,Telangana
101107,40,36-50,Male,6000.0,T30,Kerala
101108,25,18-25,Male,2000.0,T30,Tamil Nadu
101109,39,36-50,Male,12500.0,T30,Tamil Nadu
101110,31,26-35,Female,3500.0,T30,West Bengal
101111,38,36-50,Male,13500.0,T30,Maharashtra
101112,25,18-25,Male,6000.0,T30,Maharashtra
101113,38,36-50,Female,5000.0,T30,Karnataka
101114,33,26-35,Male,5500.0,T30,Karnataka
101115,49,36-50,Female,8500.0,B30,Maharashtra
101116,36,36-50,Male,7500.0,T30,Tamil Nadu
101117,38,36-50,Male,3000.0,B30,Uttar Pradesh
101118,29,26-35,Male,7500.0,T30,Gujarat
101119,37,36-50,Male,6000.0,T30,Gujarat
101120,38,36-50,Male,14500.0,T30,Gujarat
101121,30,26-35,Male,4500.0,T30,Gujarat
101122,29,26-35,Female,9000.0,T30,Gujarat
101123,25,18-25,Female,3000.0,B30,Karnataka
101124,33,26-35,Male,7000.0,B30,Karnataka
101125,27,26-35,Male,6500.0,T30,Karnataka
101126,36,36-50,Male,6500.0,T30,Delhi
101127,26,26-35,Male,3500.0,T30,Gujarat
101128,32,26-35,Male,6000.0,B30,Karnataka
101129,24,18-25,Female,3000.0,T30,Karnataka
101130,45,36-50,Female,7500.0,T30,Maharashtra
101131,34,26-35,Female,7000.0,T30,Tamil Nadu
101132,34,26-35,Male,3000.0,T30,Gujarat
101133,39,36-50,Male,8500.0,T30,Maharashtra
101134,51,50+,Female,9500.0,T30,Tamil Nadu
101135,34,26-35,Male,5000.0,T30,Maharashtra
101136,19,18-25,Male,2000.0,T30,Karnataka
101137,45,36-50,Female,12500.0,B30,Tamil Nadu
101138,20,18-25,Female,5000.0,B30,Bihar
101139,29,26-35,Male,6500.0,T30,Karnataka
101140,45,36-50,Male,3000.0,B30,Gujarat
101141,30,26-35,Male,3000.0,T30,Karnataka
101142,28,26-35,Female,8000.0,B30,Maharashtra
101143,36,36-50,Male,5500.0,T30,Karnataka
101144,34,26-35,Male,4500.0,T30,Rajasthan
101145,27,26-35,Female,3500.0,T30,Maharashtra
101146,42,36-50,Male,12500.0,T30,Delhi
101147,46,36-50,Male,10000.0,T30,Tamil Nadu
101148,47,36-50,Male,5000.0,T30,Gujarat
101149,39,36-50,Female,12500.0,T30,Uttar Pradesh
101150,26,26-35,Male,7500.0,T30,Tamil Nadu
101151,21,18-25,Male,3000.0,T30,Karnataka
101152,18,18-25,Male,2500.0,T30,Tamil Nadu
101153,44,36-50,Female,50000.0,B30,Telangana
101154,35,26-35,Female,2000.0,B30,Delhi
101155,29,26-35,Male,4000.0,T30,Delhi
101156,18,18-25,Female,2000.0,T30,Tamil Nadu
101157,22,18-25,Female,4000.0,B30,Tamil Nadu
101158,18,18-25,Female,2000.0,B30,Karnataka
101159,48,36-50,Male,14500.0,B30,Telangana
101160,40,36-50,Male,5000.0,T30,Haryana
101161,20,18-25,Male,3000.0,B30,Tamil Nadu
101162,50,36-50,Male,12500.0,T30,Kerala
101163,26,26-35,Female,3000.0,B30,Uttar Pradesh
101164,37,36-50,Female,12000.0,T30,Karnataka
101165,37,36-50,Female,17500.0,T30,Karnataka
101166,33,26-35,Male,4500.0,B30,Delhi
101167,30,26-35,Male,2500.0,T30,Haryana
101168,34,26-35,Male,4000.0,T30,Tamil Nadu
101169,31,26-35,Female,4500.0,T30,Karnataka
101170,36,36-50,Female,13500.0,B30,Maharashtra
101171,36,36-50,Male,4500.0,T30,Tamil Nadu
101172,28,26-35,Male,6500.0,T30,Delhi
101173,45,36-50,Male,10500.0,T30,Madhya Pradesh
101174,25,18-25,Male,3000.0,B30,Gujarat
101175,37,36-50,Male,15500.0,T30,West Bengal
101176,30,26-35,Female,5500.0,T30,Gujarat
101177,25,18-25,Male,1500.0,T30,Maharashtra
101178,31,26-35,Male,4500.0,T30,Maharashtra
101179,27,26-35,Male,4500.0,T30,Kerala
101180,40,36-50,Male,5500.0,T30,Karnataka
101181,33,26-35,Male,2000.0,T30,Gujarat
101182,47,36-50,Male,8000.0,T30,Karnataka
101183,24,18-25,Male,2500.0,T30,Uttar Pradesh
101184,18,18-25,Male,2000.0,T30,Karnataka
101185,37,36-50,Female,7500.0,B30,Gujarat
101186,51,50+,Male,3500.0,B30,Maharashtra
101187,38,36-50,Female,2000.0,B30,Tamil Nadu
101188,24,18-25,Male,2000.0,B30,Andhra Pradesh
101189,23,18-25,Female,1000.0,B30,Tamil Nadu
101190,54,50+,Male,6500.0,B30,Madhya Pradesh
101191,30,26-35,Female,2500.0,B30,Rajasthan
101192,23,18-25,Male,2000.0,T30,Maharashtra
101193,45,36-50,Male,6000.0,T30,Rajasthan
101194,32,26-35,Male,3000.0,T30,Maharashtra
101195,18,18-25,Male,3500.0,B30,Karnataka
101196,54,50+,Female,3000.0,T30,Delhi
101197,39,36-50,Male,2000.0,T30,Uttar Pradesh
101198,18,18-25,Female,1000.0,B30,Uttar Pradesh
101199,47,36-50,Female,18500.0,B30,Gujarat
101200,23,18-25,Female,2000.0,T30,Kerala
101201,22,18-25,Male,4000.0,T30,Maharashtra
101202,25,18-25,Male,2000.0,B30,Andhra Pradesh
101203,53,50+,Male,10000.0,B30,Punjab
101204,54,50+,Female,3500.0,B30,Tamil Nadu
101205,28,26-35,Female,5500.0,B30,Tamil Nadu
101206,51,50+,Male,8000.0,T30,Andhra Pradesh
101207,18,18-25,Female,1000.0,T30,Gujarat
101208,43,36-50,Male,4000.0,T30,Tamil Nadu
101209,47,36-50,Other,6500.0,T30,Karnataka
101210,49,36-50,Female,10000.0,B30,Maharashtra
101211,34,26-35,Male,3000.0,T30,Maharashtra
101212,39,36-50,Female,14500.0,T30,Uttar Pradesh
101213,26,26-35,Female,8000.0,T30,Gujarat
101214,34,26-35,Female,4500.0,T30,Delhi
101215,32,26-35,Male,6000.0,T30,Gujarat
101216,31,26-35,Female,7000.0,T30,Karnataka
101217,45,36-50,Male,12000.0,B30,Uttar Pradesh
101218,36,36-50,Female,10000.0,T30,Delhi
101219,50,36-50,Male,5000.0,T30,Rajasthan
101220,36,36-50,Male,2500.0,T30,Delhi
101221,55,50+,Female,6000.0,T30,Maharashtra
101222,46,36-50,Male,15500.0,T30,Kerala
101223,33,26-35,Female,10000.0,T30,Karnataka
101224,35,26-35,Male,5500.0,B30,Rajasthan
101225,25,18-25,Male,2000.0,B30,Gujarat
101226,35,26-35,Male,7500.0,T30,Tamil Nadu
101227,24,18-25,Male,1500.0,T30,Maharashtra
101228,47,36-50,Male,5000.0,T30,Maharashtra
101229,30,26-35,Female,2000.0,T30,Bihar
101230,37,36-50,Male,13500.0,B30,Maharashtra
101231,18,18-25,Female,1000.0,T30,Delhi
101232,31,26-35,Male,5500.0,B30,Maharashtra
101233,30,26-35,Male,18000.0,B30,Delhi
101234,43,36-50,Female,9500.0,T30,Maharashtra
101235,39,36-50,Male,4000.0,T30,West Bengal
101236,44,36-50,Female,5500.0,T30,Gujarat
101237,38,36-50,Male,3000.0,T30,Gujarat
101238,46,36-50,Male,4500.0,T30,Gujarat
101239,38,36-50,Female,5000.0,T30,Maharashtra
101240,20,18-25,Female,1500.0,T30,Karnataka
101241,33,26-35,Female,5000.0,T30,Karnataka
101242,33,26-35,Male,1000.0,T30,Delhi
101243,18,18-25,Male,1000.0,T30,Tamil Nadu
101244,23,18-25,Female,3000.0,T30,Maharashtra
101245,54,50+,Male,15500.0,T30,Karnataka
101246,31,26-35,Male,6000.0,T30,Delhi
101247,32,26-35,Male,2500.0,B30,Gujarat
101248,18,18-25,Female,3500.0,T30,Maharashtra
101249,20,18-25,Female,4000.0,T30,Delhi
101250,38,36-50,Male,4500.0,B30,Uttar Pradesh
101251,29,26-35,Female,2500.0,B30,Uttar Pradesh
101252,22,18-25,Male,5000.0,T30,Gujarat
101253,46,36-50,Female,4000.0,T30,Maharashtra
101254,26,26-35,Male,12500.0,B30,Haryana
101255,20,18-25,Female,3000.0,T30,Tamil Nadu
101256,34,26-35,Male,9500.0,B30,Madhya Pradesh
101257,25,18-25,Male,3500.0,T30,Maharashtra
101258,25,18-25,Female,3500.0,T30,Tamil Nadu
101259,33,26-35,Male,2000.0,T30,Maharashtra
101260,27,26-35,Male,7000.0,B30,Rajasthan
101261,18,18-25,Male,4000.0,B30,Karnataka
101262,39,36-50,Female,6500.0,B30,Delhi
101263,42,36-50,Female,2000.0,T30,Haryana
101264,31,26-35,Female,2000.0,B30,Gujarat
101265,40,36-50,Female,3000.0,T30,Delhi
101266,30,26-35,Male,3500.0,T30,Maharashtra
101267,18,18-25,Male,1000.0,T30,Gujarat
101268,42,36-50,Female,5000.0,B30,Maharashtra
101269,33,26-35,Male,15000.0,T30,Maharashtra
101270,35,26-35,Other,7500.0,T30,Tamil Nadu
101271,32,26-35,Male,6500.0,T30,Gujarat
101272,32,26-35,Male,9000.0,T30,Gujarat
101273,35,26-35,Male,2000.0,T30,West Bengal
101274,35,26-35,Male,2500.0,B30,Karnataka
101275,46,36-50,Female,8000.0,B30,Gujarat
101276,38,36-50,Male,5000.0,T30,Telangana
101277,45,36-50,Male,6000.0,B30,Karnataka
101278,49,36-50,Male,10500.0,T30,Telangana
101279,18,18-25,Male,3500.0,B30,Gujarat
101280,46,36-50,Female,10000.0,T30,Andhra Pradesh
101281,40,36-50,Male,14500.0,B30,Haryana
101282,38,36-50,Male,2000.0,T30,Telangana
101283,43,36-50,Male,24500.0,B30,Maharashtra
101284,31,26-35,Male,7500.0,T30,Uttar Pradesh
101285,40,36-50,Male,6000.0,B30,Telangana
101286,23,18-25,Male,1000.0,T30,Gujarat
101287,19,18-25,Female,2000.0,T30,Maharashtra
101288,39,36-50,Male,4500.0,T30,Gujarat
101289,33,26-35,Female,9000.0,T30,Delhi
101290,33,26-35,Female,6500.0,B30,Gujarat
101291,26,26-35,Male,3000.0,T30,Tamil Nadu
101292,37,36-50,Male,3000.0,T30,Karnataka
101293,29,26-35,Male,4000.0,T30,Gujarat
101294,33,26-35,Other,8000.0,B30,Delhi
101295,29,26-35,Male,6000.0,B30,Maharashtra
101296,25,18-25,Female,1000.0,B30,Tamil Nadu
101297,31,26-35,Female,3000.0,T30,Andhra Pradesh
101298,45,36-50,Female,13000.0,B30,Uttar Pradesh
101299,29,26-35,Male,4000.0,T30,Gujarat
101300,32,26-35,Female,4500.0,B30,Kerala
101301,31,26-35,Male,14000.0,T30,Delhi
101302,27,26-35,Male,2500.0,B30,Delhi
101303,46,36-50,Male,14500.0,T30,Gujarat
101304,20,18-25,Female,2000.0,T30,Maharashtra
101305,33,26-35,Male,3500.0,T30,Gujarat
101306,25,18-25,Female,2500.0,T30,Telangana
101307,39,36-50,Female,9000.0,T30,Gujarat
101308,35,26-35,Male,6500.0,B30,Karnataka
101309,45,36-50,Male,6500.0,T30,Tamil Nadu
101310,41,36-50,Female,11000.0,T30,Gujarat
101311,34,26-35,Male,5000.0,T30,Telangana
101312,41,36-50,Male,5500.0,T30,Kerala
101313,42,36-50,Male,3500.0,B30,Maharashtra
101314,24,18-25,Female,3000.0,T30,Delhi
101315,41,36-50,Female,9000.0,T30,Gujarat
101316,36,36-50,Male,5000.0,T30,Delhi
101317,38,36-50,Male,3000.0,T30,Delhi
101318,29,26-35,Male,3000.0,T30,Maharashtra
101319,25,18-25,Female,1000.0,T30,Tamil Nadu
101320,23,18-25,Female,3500.0,B30,Maharashtra
101321,18,18-25,Male,2000.0,B30,Delhi
101322,26,26-35,Male,5000.0,B30,Kerala
101323,58,50+,Male,4500.0,T30,Maharashtra
101324,42,36-50,Female,21000.0,B30,Gujarat
101325,37,36-50,Female,11000.0,T30,Maharashtra
101326,43,36-50,Male,6000.0,T30,Karnataka
101327,31,26-35,Male,3500.0,T30,Rajasthan
101328,30,26-35,Male,3000.0,B30,Delhi
101329,31,26-35,Female,4000.0,T30,Gujarat
101330,26,26-35,Male,5500.0,T30,Kerala
101331,27,26-35,Female,5500.0,T30,Delhi
101332,33,26-35,Female,4000.0,T30,Andhra Pradesh
101333,34,26-35,Male,10500.0,B30,Uttar Pradesh
101334,47,36-50,Male,2000.0,B30,Haryana
101335,44,36-50,Female,5000.0,B30,Tamil Nadu
101336,19,18-25,Male,3000.0,T30,Punjab
101337,31,26-35,Other,10500.0,T30,Delhi
101338,22,18-25,Female,2500.0,T30,Tamil Nadu
101339,18,18-25,Male,4500.0,T30,Maharashtra
101340,34,26-35,Female,12500.0,T30,Haryana
101341,39,36-50,Male,6000.0,T30,Gujarat
101342,34,26-35,Male,2500.0,T30,Tamil Nadu
101343,38,36-50,Male,4500.0,T30,Gujarat
101344,30,26-35,Male,2000.0,T30,Kerala
101345,23,18-25,Female,1000.0,T30,Maharashtra
101346,30,26-35,Female,2500.0,T30,Kerala
101347,47,36-50,Female,3500.0,B30,Tamil Nadu
101348,37,36-50,Male,13500.0,B30,Madhya Pradesh
101349,18,18-25,Female,2000.0,T30,Karnataka
101350,35,26-35,Male,2000.0,B30,Karnataka
101351,46,36-50,Female,6000.0,T30,Gujarat
101352,41,36-50,Female,8500.0,T30,Gujarat
101353,46,36-50,Male,6500.0,B30,Maharashtra
101354,19,18-25,Male,2000.0,B30,Gujarat
101355,35,26-35,Male,1500.0,T30,Delhi
101356,30,26-35,Female,7500.0,B30,Maharashtra
101357,39,36-50,Female,6000.0,T30,Maharashtra
101358,25,18-25,Female,1000.0,B30,Rajasthan
101359,25,18-25,Female,2000.0,B30,Maharashtra
101360,33,26-35,Female,3500.0,B30,Gujarat
101361,24,18-25,Male,2500.0,T30,Maharashtra
101362,36,36-50,Female,34000.0,B30,Uttar Pradesh
101363,18,18-25,Female,1500.0,B30,Rajasthan
101364,45,36-50,Male,11500.0,T30,Rajasthan
101365,18,18-25,Male,2000.0,B30,Kerala
101366,43,36-50,Female,6000.0,T30,Karnataka
101367,28,26-35,Female,9500.0,B30,Delhi
101368,19,18-25,Other,2500.0,T30,Tamil Nadu
101369,35,26-35,Female,11500.0,T30,Haryana
101370,42,36-50,Male,7000.0,T30,West Bengal
101371,45,36-50,Male,16500.0,T30,Karnataka
101372,45,36-50,Female,6000.0,B30,Karnataka
101373,25,18-25,Female,1500.0,T30,Gujarat
101374,36,36-50,Male,9500.0,T30,Maharashtra
101375,18,18-25,Male,2500.0,T30,Maharashtra
101376,34,26-35,Male,2000.0,B30,Gujarat
101377,37,36-50,Male,8500.0,T30,Delhi
101378,30,26-35,Female,3000.0,B30,Uttar Pradesh
101379,18,18-25,Female,3500.0,T30,Kerala
101380,28,26-35,Female,3000.0,T30,Delhi
101381,53,50+,Male,4500.0,T30,Karnataka
101382,37,36-50,Male,4000.0,B30,Tamil Nadu
101383,29,26-35,Male,8000.0,T30,Karnataka
101384,32,26-35,Male,5500.0,B30,Maharashtra
101385,37,36-50,Male,28500.0,B30,Maharashtra
101386,18,18-25,Other,4000.0,T30,Uttar Pradesh
101387,19,18-25,Female,2000.0,T30,Kerala
101388,26,26-35,Male,2000.0,T30,Tamil Nadu
101389,28,26-35,Male,3000.0,B30,Maharashtra
101390,51,50+,Male,5000.0,T30,Maharashtra
101391,34,26-35,Female,1500.0,B30,Madhya Pradesh
101392,28,26-35,Female,2500.0,B30,Uttar Pradesh
101393,34,26-35,Female,8000.0,T30,Uttar Pradesh
101394,18,18-25,Female,1500.0,T30,West Bengal
101395,24,18-25,Male,1500.0,T30,Haryana
101396,26,26-35,Male,6000.0,B30,Karnataka
101397,23,18-25,Male,1500.0,B30,Karnataka
101398,46,36-50,Male,7500.0,B30,Maharashtra
101399,40,36-50,Female,9500.0,T30,Haryana
101400,21,18-25,Male,1500.0,T30,Maharashtra
101401,21,18-25,Male,3000.0,T30,Karnataka
101402,21,18-25,Female,3000.0,B30,Delhi
101403,32,26-35,Female,5500.0,B30,Bihar
101404,36,36-50,Male,18000.0,B30,Karnataka
101405,38,36-50,Male,12500.0,B30,Tamil Nadu
101406,23,18-25,Male,2000.0,T30,Madhya Pradesh
101407,32,26-35,Female,3000.0,B30,Delhi
101408,33,26-35,Male,5000.0,T30,Delhi
101409,45,36-50,Male,7000.0,B30,Delhi
101410,41,36-50,Female,7000.0,T30,Telangana
101411,19,18-25,Male,1500.0,B30,Maharashtra
101412,18,18-25,Male,2500.0,T30,West Bengal
101413,32,26-35,Male,11500.0,B30,Maharashtra
101414,27,26-35,Male,6500.0,T30,West Bengal
101415,24,18-25,Female,2500.0,T30,West Bengal
101416,26,26-35,Male,9500.0,B30,Tamil Nadu
101417,39,36-50,Male,11500.0,T30,Karnataka
101418,18,18-25,Male,2000.0,T30,Uttar Pradesh
101419,52,50+,Male,5500.0,T30,Maharashtra
101420,26,26-35,Male,7500.0,T30,Tamil Nadu
101421,40,36-50,Male,8500.0,T30,Gujarat
101422,27,26-35,Female,5500.0,B30,Tamil Nadu
101423,18,18-25,Male,1000.0,T30,Maharashtra
101424,32,26-35,Male,3000.0,B30,Maharashtra
101425,21,18-25,Female,2000.0,T30,Karnataka
101426,35,26-35,Male,9000.0,T30,Delhi
101427,33,26-35,Male,14000.0,B30,Karnataka
101428,27,26-35,Female,2500.0,B30,Delhi
101429,35,26-35,Female,3000.0,T30,Maharashtra
101430,44,36-50,Female,9500.0,T30,Maharashtra
101431,32,26-35,Female,16000.0,T30,Maharashtra
101432,26,26-35,Male,2500.0,B30,Delhi
101433,37,36-50,Other,2500.0,B30,Tamil Nadu
101434,38,36-50,Male,8000.0,B30,Karnataka
101435,31,26-35,Female,2000.0,B30,Karnataka
101436,47,36-50,Male,10500.0,T30,Karnataka
101437,31,26-35,Male,7000.0,T30,Gujarat
101438,48,36-50,Female,6500.0,T30,Delhi
101439,27,26-35,Female,3500.0,B30,Maharashtra
101440,42,36-50,Male,5000.0,T30,Delhi
101441,31,26-35,Male,4500.0,T30,Karnataka
101442,36,36-50,Male,3500.0,T30,Tamil Nadu
101443,18,18-25,Female,2000.0,B30,Rajasthan
101444,55,50+,Male,4000.0,T30,Telangana
101445,37,36-50,Male,8500.0,T30,West Bengal
101446,44,36-50,Female,9000.0,T30,Karnataka
101447,20,18-25,Female,4500.0,T30,Karnataka
101448,35,26-35,Female,2500.0,B30,Maharashtra
101449,32,26-35,Female,3500.0,B30,Maharashtra
101450,23,18-25,Male,3500.0,T30,Karnataka
101451,46,36-50,Female,9500.0,B30,Andhra Pradesh
101452,35,26-35,Male,3000.0,T30,Uttar Pradesh
101453,33,26-35,Female,2000.0,T30,Delhi
101454,40,36-50,Female,22500.0,T30,Gujarat
101455,25,18-25,Male,1000.0,T30,Maharashtra
101456,35,26-35,Female,2000.0,B30,Gujarat
101457,34,26-35,Male,5000.0,T30,Delhi
101458,35,26-35,Male,8000.0,T30,Tamil Nadu
101459,44,36-50,Male,4500.0,B30,Gujarat
101460,29,26-35,Male,6500.0,T30,Maharashtra
101461,28,26-35,Female,2500.0,T30,Gujarat
101462,27,26-35,Male,7000.0,T30,Gujarat
101463,27,26-35,Female,7000.0,T30,Delhi
101464,45,36-50,Male,4500.0,T30,Maharashtra
101465,33,26-35,Male,7500.0,T30,Gujarat
101466,44,36-50,Female,4000.0,T30,Gujarat
101467,36,36-50,Female,2000.0,T30,Delhi
101468,25,18-25,Male,2000.0,T30,Gujarat
101469,18,18-25,Female,2500.0,T30,Maharashtra
101470,19,18-25,Male,3000.0,B30,Maharashtra
101471,25,18-25,Male,4000.0,B30,Maharashtra
101472,44,36-50,Female,4000.0,B30,Telangana
101473,47,36-50,Male,7500.0,T30,Gujarat
101474,34,26-35,Female,3500.0,B30,Delhi
101475,43,36-50,Female,7500.0,T30,Karnataka
101476,28,26-35,Female,17500.0,B30,Gujarat
101477,27,26-35,Male,4000.0,T30,Telangana
101478,41,36-50,Male,4000.0,T30,Haryana
101479,35,26-35,Female,4000.0,T30,Maharashtra
101480,41,36-50,Male,12000.0,T30,West Bengal
101481,34,26-35,Male,6000.0,T30,Uttar Pradesh
101482,30,26-35,Male,8500.0,B30,Telangana
101483,31,26-35,Male,13500.0,T30,Karnataka
101484,37,36-50,Female,21500.0,T30,Tamil Nadu
101485,36,36-50,Female,4500.0,T30,Maharashtra
101486,24,18-25,Male,3000.0,T30,Andhra Pradesh
101487,32,26-35,Female,1500.0,T30,Uttar Pradesh
101488,18,18-25,Female,4000.0,T30,Maharashtra
101489,30,26-35,Female,2000.0,T30,Rajasthan
101490,24,18-25,Male,1000.0,B30,Madhya Pradesh
101491,18,18-25,Male,2000.0,B30,Gujarat
101492,56,50+,Male,8500.0,T30,Delhi
101493,26,26-35,Male,2500.0,T30,Bihar
101494,24,18-25,Male,1500.0,B30,Karnataka
101495,50,36-50,Female,4500.0,T30,Tamil Nadu
101496,22,18-25,Male,2500.0,T30,Karnataka
101497,19,18-25,Female,3500.0,T30,Maharashtra
101498,31,26-35,Male,4500.0,B30,Karnataka
101499,29,26-35,Male,3000.0,T30,Telangana
101500,27,26-35,Female,11000.0,B30,Maharashtra
101501,24,18-25,Male,3500.0,T30,Karnataka
101502,32,26-35,Female,3000.0,T30,Telangana
101503,50,36-50,Male,4500.0,B30,Gujarat
101504,18,18-25,Male,2000.0,B30,Andhra Pradesh
101505,42,36-50,Male,13000.0,T30,Karnataka
101506,49,36-50,Male,2000.0,T30,West Bengal
101507,27,26-35,Male,10000.0,B30,Gujarat
101508,37,36-50,Female,6000.0,T30,Gujarat
101509,32,26-35,Female,2000.0,B30,Uttar Pradesh
101510,18,18-25,Male,2500.0,T30,Maharashtra
101511,46,36-50,Female,8500.0,T30,Maharashtra
101512,34,26-35,Male,7500.0,T30,Gujarat
101513,28,26-35,Female,9000.0,T30,Gujarat
101514,18,18-25,Female,2500.0,T30,Maharashtra
101515,39,36-50,Female,10000.0,T30,Andhra Pradesh
101516,35,26-35,Male,4500.0,B30,Gujarat
101517,40,36-50,Male,11000.0,T30,Uttar Pradesh
101518,39,36-50,Female,5000.0,B30,Karnataka
101519,25,18-25,Male,2000.0,B30,Bihar
101520,18,18-25,Male,1000.0,B30,Maharashtra
101521,32,26-35,Female,12000.0,T30,Gujarat
101522,32,26-35,Female,3000.0,T30,Karnataka
101523,35,26-35,Male,8500.0,T30,Uttar Pradesh
101524,49,36-50,Female,15500.0,T30,Karnataka
101525,33,26-35,Female,2000.0,T30,Uttar Pradesh
101526,40,36-50,Male,8000.0,B30,Telangana
101527,37,36-50,Female,11000.0,T30,Gujarat
101528,20,18-25,Male,1500.0,T30,West Bengal
101529,21,18-25,Male,1000.0,B30,Karnataka
101530,45,36-50,Male,18000.0,T30,Maharashtra
101531,25,18-25,Male,3000.0,T30,Gujarat
101532,37,36-50,Female,7500.0,T30,West Bengal
101533,23,18-25,Male,1500.0,T30,Karnataka
101534,41,36-50,Male,4000.0,T30,Maharashtra
101535,36,36-50,Male,8000.0,T30,Tamil Nadu
101536,31,26-35,Male,3500.0,T30,Rajasthan
101537,40,36-50,Other,8500.0,T30,Maharashtra
101538,36,36-50,Female,9000.0,T30,Delhi
101539,26,26-35,Female,3500.0,B30,Maharashtra
101540,34,26-35,Female,12500.0,T30,Gujarat
101541,40,36-50,Male,4500.0,T30,Karnataka
101542,45,36-50,Male,4000.0,T30,Maharashtra
101543,32,26-35,Male,5500.0,B30,Gujarat
101544,51,50+,Other,7000.0,T30,Gujarat
101545,26,26-35,Female,2500.0,T30,Tamil Nadu
101546,18,18-25,Male,2000.0,T30,Kerala
101547,19,18-25,Male,1000.0,T30,Maharashtra
101548,33,26-35,Female,3000.0,T30,Karnataka
101549,34,26-35,Male,7000.0,T30,Gujarat
101550,35,26-35,Male,2000.0,T30,Punjab
101551,27,26-35,Male,2500.0,B30,West Bengal
101552,56,50+,Female,3500.0,T30,Maharashtra
101553,49,36-50,Female,14500.0,B30,Gujarat
101554,22,18-25,Female,3500.0,T30,Maharashtra
101555,32,26-35,Male,1500.0,T30,West Bengal
101556,34,26-35,Male,1500.0,B30,Karnataka
101557,40,36-50,Male,7500.0,T30,Tamil Nadu
101558,18,18-25,Female,1000.0,T30,Delhi
101559,18,18-25,Female,4000.0,B30,Maharashtra
101560,21,18-25,Male,500.0,B30,Maharashtra
101561,49,36-50,Male,4500.0,B30,Rajasthan
101562,27,26-35,Female,5000.0,B30,Maharashtra
101563,42,36-50,Male,17500.0,T30,West Bengal
101564,39,36-50,Male,7500.0,T30,Maharashtra
101565,32,26-35,Male,5500.0,T30,Rajasthan
101566,42,36-50,Female,8000.0,T30,Delhi
101567,21,18-25,Female,3500.0,T30,Karnataka
101568,29,26-35,Male,5500.0,T30,Tamil Nadu
101569,18,18-25,Male,3000.0,T30,Gujarat
101570,34,26-35,Male,7000.0,T30,Karnataka
101571,26,26-35,Male,8500.0,T30,Telangana
101572,55,50+,Female,2000.0,T30,Maharashtra
101573,34,26-35,Male,2000.0,B30,Gujarat
101574,42,36-50,Male,11000.0,B30,Uttar Pradesh
101575,40,36-50,Female,24000.0,T30,Uttar Pradesh
101576,33,26-35,Male,5500.0,T30,Maharashtra
101577,43,36-50,Male,6500.0,T30,Punjab
101578,34,26-35,Male,8000.0,T30,Tamil Nadu
