date,scheme_code,scheme_name,nav
2024-05-29,100003,Nippon India Mutual Fund Equity Fund 4,96.4895
2024-05-30,100003,Nippon India Mutual Fund Equity Fund 4,98.3165
2024-05-31,100003,Nippon India Mutual Fund Equity Fund 4,98.2187
2024-06-03,100003,Nippon India Mutual Fund Equity Fund 4,97.2899
2024-06-04,100003,Nippon India Mutual Fund Equity Fund 4,96.7707
2024-06-05,100003,Nippon India Mutual Fund Equity Fund 4,97.7404
2024-06-06,100003,Nippon India Mutual Fund Equity Fund 4,96.8324
2024-06-07,100003,Nippon India Mutual Fund Equity Fund 4,95.7115
2024-06-10,100003,Nippon India Mutual Fund Equity Fund 4,95.3037
2024-06-11,100003,Nippon India Mutual Fund Equity Fund 4,93.6357
2024-06-12,100003,Nippon India Mutual Fund Equity Fund 4,95.8867
2024-06-13,100003,Nippon India Mutual Fund Equity Fund 4,95.0199
2024-06-14,100003,Nippon India Mutual Fund Equity Fund 4,96.0019
2024-06-17,100003,Nippon India Mutual Fund Equity Fund 4,96.1663
2024-06-18,100003,Nippon India Mutual Fund Equity Fund 4,94.7397
2024-06-19,100003,Nippon India Mutual Fund Equity Fund 4,94.6191
2024-06-20,100003,Nippon India Mutual Fund Equity Fund 4,95.5345
2024-06-21,100003,Nippon India Mutual Fund Equity Fund 4,95.1715
2024-06-24,100003,Nippon India Mutual Fund Equity Fund 4,96.6319
2024-06-25,100003,Nippon India Mutual Fund Equity Fund 4,97.8848
2024-06-26,100003,Nippon India Mutual Fund Equity Fund 4,99.0148
2024-06-27,100003,Nippon India Mutual Fund Equity Fund 4,98.2662
2024-06-28,100003,Nippon India Mutual Fund Equity Fund 4,96.6787
2024-07-01,100003,Nippon India Mutual Fund Equity Fund 4,95.7415
2024-07-02,100003,Nippon India Mutual Fund Equity Fund 4,95.8879
2024-07-03,100003,Nippon India Mutual Fund Equity Fund 4,96.499
2024-07-04,100003,Nippon India Mutual Fund Equity Fund 4,93.48
2024-07-05,100003,Nippon India Mutual Fund Equity Fund 4,93.3582
2024-07-08,100003,Nippon India Mutual Fund Equity Fund 4,93.4516
2024-07-09,100003,Nippon India Mutual Fund Equity Fund 4,92.9809
2024-07-10,100003,Nippon India Mutual Fund Equity Fund 4,94.5341
2024-07-11,100003,Nippon India Mutual Fund Equity Fund 4,94.9741
2024-07-12,100003,Nippon India Mutual Fund Equity Fund 4,96.5856
2024-07-15,100003,Nippon India Mutual Fund Equity Fund 4,96.1815
2024-07-16,100003,Nippon India Mutual Fund Equity Fund 4,97.3166
2024-07-17,100003,Nippon India Mutual Fund Equity Fund 4,99.406
2024-07-18,100003,Nippon India Mutual Fund Equity Fund 4,101.0947
2024-07-19,100003,Nippon India Mutual Fund Equity Fund 4,99.4442
2024-07-22,100003,Nippon India Mutual Fund Equity Fund 4,98.9762
2024-07-23,100003,Nippon India Mutual Fund Equity Fund 4,98.3849
2024-07-24,100003,Nippon India Mutual Fund Equity Fund 4,98.9349
2024-07-25,100003,Nippon India Mutual Fund Equity Fund 4,99.7581
2024-07-26,100003,Nippon India Mutual Fund Equity Fund 4,98.4796
2024-07-29,100003,Nippon India Mutual Fund Equity Fund 4,98.455
2024-07-30,100003,Nippon India Mutual Fund Equity Fund 4,95.5816
2024-07-31,100003,Nippon India Mutual Fund Equity Fund 4,97.3779
2024-08-01,100003,Nippon India Mutual Fund Equity Fund 4,96.5705
2024-08-02,100003,Nippon India Mutual Fund Equity Fund 4,96.5303
2024-08-05,100003,Nippon India Mutual Fund Equity Fund 4,96.0012
2024-08-06,100003,Nippon India Mutual Fund Equity Fund 4,97.4116
2024-08-07,100003,Nippon India Mutual Fund Equity Fund 4,93.465
2024-08-08,100003,Nippon India Mutual Fund Equity Fund 4,93.3322
2024-08-09,100003,Nippon India Mutual Fund Equity Fund 4,93.0842
2024-08-12,100003,Nippon India Mutual Fund Equity Fund 4,92.3882
2024-08-13,100003,Nippon India Mutual Fund Equity Fund 4,94.4885
2024-08-14,100003,Nippon India Mutual Fund Equity Fund 4,93.214
2024-08-15,100003,Nippon India Mutual Fund Equity Fund 4,94.1001
2024-08-16,100003,Nippon India Mutual Fund Equity Fund 4,94.4527
2024-08-19,100003,Nippon India Mutual Fund Equity Fund 4,95.9915
2024-08-20,100003,Nippon India Mutual Fund Equity Fund 4,94.9897
2024-08-21,100003,Nippon India Mutual Fund Equity Fund 4,93.9117
2024-08-22,100003,Nippon India Mutual Fund Equity Fund 4,95.2264
2024-08-23,100003,Nippon India Mutual Fund Equity Fund 4,95.6744
2024-08-26,100003,Nippon India Mutual Fund Equity Fund 4,93.512
2024-08-27,100003,Nippon India Mutual Fund Equity Fund 4,92.7018
2024-08-28,100003,Nippon India Mutual Fund Equity Fund 4,93.0878
2024-08-29,100003,Nippon India Mutual Fund Equity Fund 4,94.0578
2024-08-30,100003,Nippon India Mutual Fund Equity Fund 4,93.0604
2024-09-02,100003,Nippon India Mutual Fund Equity Fund 4,89.1911
2024-09-03,100003,Nippon India Mutual Fund Equity Fund 4,89.7317
2024-09-04,100003,Nippon India Mutual Fund Equity Fund 4,88.1073
2024-09-05,100003,Nippon India Mutual Fund Equity Fund 4,85.5391
2024-09-06,100003,Nippon India Mutual Fund Equity Fund 4,82.0797
2024-09-09,100003,Nippon India Mutual Fund Equity Fund 4,82.9079
2024-09-10,100003,Nippon India Mutual Fund Equity Fund 4,82.957
2024-09-11,100003,Nippon India Mutual Fund Equity Fund 4,82.5988
2024-09-12,100003,Nippon India Mutual Fund Equity Fund 4,84.0905
2024-09-13,100003,Nippon India Mutual Fund Equity Fund 4,84.7331
2024-09-16,100003,Nippon India Mutual Fund Equity Fund 4,86.5302
2024-09-17,100003,Nippon India Mutual Fund Equity Fund 4,84.7571
2024-09-18,100003,Nippon India Mutual Fund Equity Fund 4,84.6156
2024-09-19,100003,Nippon India Mutual Fund Equity Fund 4,82.619
2024-09-20,100003,Nippon India Mutual Fund Equity Fund 4,82.258
2024-09-23,100003,Nippon India Mutual Fund Equity Fund 4,81.8766
2024-09-24,100003,Nippon India Mutual Fund Equity Fund 4,82.4902
2024-09-25,100003,Nippon India Mutual Fund Equity Fund 4,82.4441
2024-09-26,100003,Nippon India Mutual Fund Equity Fund 4,83.0582
2024-09-27,100003,Nippon India Mutual Fund Equity Fund 4,83.769
2024-09-30,100003,Nippon India Mutual Fund Equity Fund 4,86.171
2024-10-01,100003,Nippon India Mutual Fund Equity Fund 4,85.9827
2024-10-02,100003,Nippon India Mutual Fund Equity Fund 4,85.3203
2024-10-03,100003,Nippon India Mutual Fund Equity Fund 4,85.5563
2024-10-04,100003,Nippon India Mutual Fund Equity Fund 4,85.0019
2024-10-07,100003,Nippon India Mutual Fund Equity Fund 4,86.1634
2024-10-08,100003,Nippon India Mutual Fund Equity Fund 4,85.9995
2024-10-09,100003,Nippon India Mutual Fund Equity Fund 4,85.6217
2024-10-10,100003,Nippon India Mutual Fund Equity Fund 4,85.3168
2024-10-11,100003,Nippon India Mutual Fund Equity Fund 4,85.9081
2024-10-14,100003,Nippon India Mutual Fund Equity Fund 4,85.8397
2024-10-15,100003,Nippon India Mutual Fund Equity Fund 4,85.4051
2024-10-16,100003,Nippon India Mutual Fund Equity Fund 4,86.7102
2024-10-17,100003,Nippon India Mutual Fund Equity Fund 4,86.1071
2024-10-18,100003,Nippon India Mutual Fund Equity Fund 4,86.1854
2024-10-21,100003,Nippon India Mutual Fund Equity Fund 4,86.7325
2024-10-22,100003,Nippon India Mutual Fund Equity Fund 4,85.5363
2024-10-23,100003,Nippon India Mutual Fund Equity Fund 4,85.9495
2024-10-24,100003,Nippon India Mutual Fund Equity Fund 4,85.2009
2024-10-25,100003,Nippon India Mutual Fund Equity Fund 4,85.8699
2024-10-28,100003,Nippon India Mutual Fund Equity Fund 4,85.1919
2024-10-29,100003,Nippon India Mutual Fund Equity Fund 4,85.7632
2024-10-30,100003,Nippon India Mutual Fund Equity Fund 4,86.6506
2024-10-31,100003,Nippon India Mutual Fund Equity Fund 4,87.3605
2024-11-01,100003,Nippon India Mutual Fund Equity Fund 4,87.6061
2024-11-04,100003,Nippon India Mutual Fund Equity Fund 4,87.4796
2024-11-05,100003,Nippon India Mutual Fund Equity Fund 4,87.0869
2024-11-06,100003,Nippon India Mutual Fund Equity Fund 4,88.2686
2024-11-07,100003,Nippon India Mutual Fund Equity Fund 4,87.7766
2024-11-08,100003,Nippon India Mutual Fund Equity Fund 4,87.026
2024-11-11,100003,Nippon India Mutual Fund Equity Fund 4,87.5885
2024-11-12,100003,Nippon India Mutual Fund Equity Fund 4,87.0256
2024-11-13,100003,Nippon India Mutual Fund Equity Fund 4,86.3483
2024-11-14,100003,Nippon India Mutual Fund Equity Fund 4,85.3003
2024-11-15,100003,Nippon India Mutual Fund Equity Fund 4,84.9878
2024-11-18,100003,Nippon India Mutual Fund Equity Fund 4,84.9764
2024-11-19,100003,Nippon India Mutual Fund Equity Fund 4,85.2092
2024-11-20,100003,Nippon India Mutual Fund Equity Fund 4,85.9748
2024-11-21,100003,Nippon India Mutual Fund Equity Fund 4,86.4255
2024-11-22,100003,Nippon India Mutual Fund Equity Fund 4,86.3314
2024-11-25,100003,Nippon India Mutual Fund Equity Fund 4,86.2319
2024-11-26,100003,Nippon India Mutual Fund Equity Fund 4,86.6712
2024-11-27,100003,Nippon India Mutual Fund Equity Fund 4,87.6955
2024-11-28,100003,Nippon India Mutual Fund Equity Fund 4,87.8454
2024-11-29,100003,Nippon India Mutual Fund Equity Fund 4,87.5342
2024-12-02,100003,Nippon India Mutual Fund Equity Fund 4,86.8199
2024-12-03,100003,Nippon India Mutual Fund Equity Fund 4,85.765
2024-12-04,100003,Nippon India Mutual Fund Equity Fund 4,86.32
2024-12-05,100003,Nippon India Mutual Fund Equity Fund 4,86.8114
2024-12-06,100003,Nippon India Mutual Fund Equity Fund 4,87.3051
2024-12-09,100003,Nippon India Mutual Fund Equity Fund 4,87.258
2024-12-10,100003,Nippon India Mutual Fund Equity Fund 4,88.3926
2024-12-11,100003,Nippon India Mutual Fund Equity Fund 4,88.0678
2024-12-12,100003,Nippon India Mutual Fund Equity Fund 4,88.8622
2024-12-13,100003,Nippon India Mutual Fund Equity Fund 4,88.8847
2024-12-16,100003,Nippon India Mutual Fund Equity Fund 4,88.4608
2024-12-17,100003,Nippon India Mutual Fund Equity Fund 4,88.9757
2024-12-18,100003,Nippon India Mutual Fund Equity Fund 4,89.3501
2024-12-19,100003,Nippon India Mutual Fund Equity Fund 4,89.6846
2024-12-20,100003,Nippon India Mutual Fund Equity Fund 4,89.8022
2024-12-23,100003,Nippon India Mutual Fund Equity Fund 4,89.8257
2024-12-24,100003,Nippon India Mutual Fund Equity Fund 4,91.7712
2024-12-25,100003,Nippon India Mutual Fund Equity Fund 4,92.7843
2024-12-26,100003,Nippon India Mutual Fund Equity Fund 4,93.431
2024-12-27,100003,Nippon India Mutual Fund Equity Fund 4,93.5787
2024-12-30,100003,Nippon India Mutual Fund Equity Fund 4,94.4656
2024-12-31,100003,Nippon India Mutual Fund Equity Fund 4,94.9534
2025-01-01,100003,Nippon India Mutual Fund Equity Fund 4,95.04
2025-01-02,100003,Nippon India Mutual Fund Equity Fund 4,94.8898
2025-01-03,100003,Nippon India Mutual Fund Equity Fund 4,94.8995
2025-01-06,100003,Nippon India Mutual Fund Equity Fund 4,92.693
2025-01-07,100003,Nippon India Mutual Fund Equity Fund 4,92.9067
2025-01-08,100003,Nippon India Mutual Fund Equity Fund 4,92.63
2025-01-09,100003,Nippon India Mutual Fund Equity Fund 4,93.8114
2025-01-10,100003,Nippon India Mutual Fund Equity Fund 4,93.8921
2025-01-13,100003,Nippon India Mutual Fund Equity Fund 4,93.1153
2025-01-14,100003,Nippon India Mutual Fund Equity Fund 4,93.1467
2025-01-15,100003,Nippon India Mutual Fund Equity Fund 4,92.4767
2025-01-16,100003,Nippon India Mutual Fund Equity Fund 4,92.8737
2025-01-17,100003,Nippon India Mutual Fund Equity Fund 4,93.1443
2025-01-20,100003,Nippon India Mutual Fund Equity Fund 4,93.8852
2025-01-21,100003,Nippon India Mutual Fund Equity Fund 4,93.391
2025-01-22,100003,Nippon India Mutual Fund Equity Fund 4,93.4817
2025-01-23,100003,Nippon India Mutual Fund Equity Fund 4,92.5839
2025-01-24,100003,Nippon India Mutual Fund Equity Fund 4,93.141
2025-01-27,100003,Nippon India Mutual Fund Equity Fund 4,93.5728
2025-01-28,100003,Nippon India Mutual Fund Equity Fund 4,93.9903
2025-01-29,100003,Nippon India Mutual Fund Equity Fund 4,94.0586
2025-01-30,100003,Nippon India Mutual Fund Equity Fund 4,94.4207
2025-01-31,100003,Nippon India Mutual Fund Equity Fund 4,95.6333
2025-02-03,100003,Nippon India Mutual Fund Equity Fund 4,95.4955
2025-02-04,100003,Nippon India Mutual Fund Equity Fund 4,95.6638
2025-02-05,100003,Nippon India Mutual Fund Equity Fund 4,94.9467
2025-02-06,100003,Nippon India Mutual Fund Equity Fund 4,94.3913
2025-02-07,100003,Nippon India Mutual Fund Equity Fund 4,94.5285
2025-02-10,100003,Nippon India Mutual Fund Equity Fund 4,95.3849
2025-02-11,100003,Nippon India Mutual Fund Equity Fund 4,95.2682
2025-02-12,100003,Nippon India Mutual Fund Equity Fund 4,95.1664
2025-02-13,100003,Nippon India Mutual Fund Equity Fund 4,94.9417
2025-02-14,100003,Nippon India Mutual Fund Equity Fund 4,94.6257
2025-02-17,100003,Nippon India Mutual Fund Equity Fund 4,94.9043
2025-02-18,100003,Nippon India Mutual Fund Equity Fund 4,93.8979
2025-02-19,100003,Nippon India Mutual Fund Equity Fund 4,94.8742
2025-02-20,100003,Nippon India Mutual Fund Equity Fund 4,94.4647
2025-02-21,100003,Nippon India Mutual Fund Equity Fund 4,95.0477
2025-02-24,100003,Nippon India Mutual Fund Equity Fund 4,94.2031
2025-02-25,100003,Nippon India Mutual Fund Equity Fund 4,94.7467
2025-02-26,100003,Nippon India Mutual Fund Equity Fund 4,95.2956
2025-02-27,100003,Nippon India Mutual Fund Equity Fund 4,95.6405
2025-02-28,100003,Nippon India Mutual Fund Equity Fund 4,94.9898
2025-03-03,100003,Nippon India Mutual Fund Equity Fund 4,95.2369
2025-03-04,100003,Nippon India Mutual Fund Equity Fund 4,94.4532
2025-03-05,100003,Nippon India Mutual Fund Equity Fund 4,94.3402
2025-03-06,100003,Nippon India Mutual Fund Equity Fund 4,95.1417
2025-03-07,100003,Nippon India Mutual Fund Equity Fund 4,95.7826
2025-03-10,100003,Nippon India Mutual Fund Equity Fund 4,95.862
2025-03-11,100003,Nippon India Mutual Fund Equity Fund 4,95.2241
2025-03-12,100003,Nippon India Mutual Fund Equity Fund 4,95.7568
2025-03-13,100003,Nippon India Mutual Fund Equity Fund 4,95.8393
2025-03-14,100003,Nippon India Mutual Fund Equity Fund 4,94.2267
2025-03-17,100003,Nippon India Mutual Fund Equity Fund 4,94.8515
2025-03-18,100003,Nippon India Mutual Fund Equity Fund 4,94.9019
2025-03-19,100003,Nippon India Mutual Fund Equity Fund 4,95.8323
2025-03-20,100003,Nippon India Mutual Fund Equity Fund 4,95.1073
2025-03-21,100003,Nippon India Mutual Fund Equity Fund 4,92.8913
2025-03-24,100003,Nippon India Mutual Fund Equity Fund 4,93.1537
2025-03-25,100003,Nippon India Mutual Fund Equity Fund 4,93.4255
2025-03-26,100003,Nippon India Mutual Fund Equity Fund 4,92.2982
2025-03-27,100003,Nippon India Mutual Fund Equity Fund 4,91.6815
2025-03-28,100003,Nippon India Mutual Fund Equity Fund 4,93.6564
2025-03-31,100003,Nippon India Mutual Fund Equity Fund 4,93.507
2025-04-01,100003,Nippon India Mutual Fund Equity Fund 4,94.0904
2025-04-02,100003,Nippon India Mutual Fund Equity Fund 4,93.6949
2025-04-03,100003,Nippon India Mutual Fund Equity Fund 4,92.2813
2025-04-04,100003,Nippon India Mutual Fund Equity Fund 4,92.2284
2025-04-07,100003,Nippon India Mutual Fund Equity Fund 4,92.1091
2025-04-08,100003,Nippon India Mutual Fund Equity Fund 4,91.8965
2025-04-09,100003,Nippon India Mutual Fund Equity Fund 4,91.8825
2025-04-10,100003,Nippon India Mutual Fund Equity Fund 4,92.1317
2025-04-11,100003,Nippon India Mutual Fund Equity Fund 4,92.093
2025-04-14,100003,Nippon India Mutual Fund Equity Fund 4,91.2788
2025-04-15,100003,Nippon India Mutual Fund Equity Fund 4,91.6795
2025-04-16,100003,Nippon India Mutual Fund Equity Fund 4,90.394
2025-04-17,100003,Nippon India Mutual Fund Equity Fund 4,89.0575
2025-04-18,100003,Nippon India Mutual Fund Equity Fund 4,89.6187
2025-04-21,100003,Nippon India Mutual Fund Equity Fund 4,90.0262
2025-04-22,100003,Nippon India Mutual Fund Equity Fund 4,90.0515
2025-04-23,100003,Nippon India Mutual Fund Equity Fund 4,89.1659
2025-04-24,100003,Nippon India Mutual Fund Equity Fund 4,88.7524
2025-04-25,100003,Nippon India Mutual Fund Equity Fund 4,88.6395
2025-04-28,100003,Nippon India Mutual Fund Equity Fund 4,87.6335
2025-04-29,100003,Nippon India Mutual Fund Equity Fund 4,87.2065
2025-04-30,100003,Nippon India Mutual Fund Equity Fund 4,87.6989
2025-05-01,100003,Nippon India Mutual Fund Equity Fund 4,88.7077
2025-05-02,100003,Nippon India Mutual Fund Equity Fund 4,88.4898
2025-05-05,100003,Nippon India Mutual Fund Equity Fund 4,89.0591
2025-05-06,100003,Nippon India Mutual Fund Equity Fund 4,87.8341
2025-05-07,100003,Nippon India Mutual Fund Equity Fund 4,88.3347
2025-05-08,100003,Nippon India Mutual Fund Equity Fund 4,87.8609
2025-05-09,100003,Nippon India Mutual Fund Equity Fund 4,88.1278
2025-05-12,100003,Nippon India Mutual Fund Equity Fund 4,88.0257
2025-05-13,100003,Nippon India Mutual Fund Equity Fund 4,88.9672
2025-05-14,100003,Nippon India Mutual Fund Equity Fund 4,88.4427
2025-05-15,100003,Nippon India Mutual Fund Equity Fund 4,88.9255
2025-05-16,100003,Nippon India Mutual Fund Equity Fund 4,88.8011
2025-05-19,100003,Nippon India Mutual Fund Equity Fund 4,88.7582
2025-05-20,100003,Nippon India Mutual Fund Equity Fund 4,88.6983
2025-05-21,100003,Nippon India Mutual Fund Equity Fund 4,88.1946
2025-05-22,100003,Nippon India Mutual Fund Equity Fund 4,88.2482
2025-05-23,100003,Nippon India Mutual Fund Equity Fund 4,88.2695
2025-05-26,100003,Nippon India Mutual Fund Equity Fund 4,88.4935
2025-05-27,100003,Nippon India Mutual Fund Equity Fund 4,88.6132
2025-05-28,100003,Nippon India Mutual Fund Equity Fund 4,89.2111
2025-05-29,100003,Nippon India Mutual Fund Equity Fund 4,89.8976
2025-05-30,100003,Nippon India Mutual Fund Equity Fund 4,89.2478
2025-06-02,100003,Nippon India Mutual Fund Equity Fund 4,89.8977
2025-06-03,100003,Nippon India Mutual Fund Equity Fund 4,89.1557
2025-06-04,100003,Nippon India Mutual Fund Equity Fund 4,89.6156
2025-06-05,100003,Nippon India Mutual Fund Equity Fund 4,90.0994
2025-06-06,100003,Nippon India Mutual Fund Equity Fund 4,88.862
2025-06-09,100003,Nippon India Mutual Fund Equity Fund 4,88.9879
2025-06-10,100003,Nippon India Mutual Fund Equity Fund 4,88.7363
2025-06-11,100003,Nippon India Mutual Fund Equity Fund 4,88.2908
2025-06-12,100003,Nippon India Mutual Fund Equity Fund 4,89.2554
2025-06-13,100003,Nippon India Mutual Fund Equity Fund 4,88.8781
2025-06-16,100003,Nippon India Mutual Fund Equity Fund 4,88.3998
2025-06-17,100003,Nippon India Mutual Fund Equity Fund 4,88.5136
2025-06-18,100003,Nippon India Mutual Fund Equity Fund 4,89.0355
2025-06-19,100003,Nippon India Mutual Fund Equity Fund 4,89.0038
2025-06-20,100003,Nippon India Mutual Fund Equity Fund 4,89.8521
2025-06-23,100003,Nippon India Mutual Fund Equity Fund 4,90.2769
2025-06-24,100003,Nippon India Mutual Fund Equity Fund 4,88.8549
2025-06-25,100003,Nippon India Mutual Fund Equity Fund 4,88.5628
2025-06-26,100003,Nippon India Mutual Fund Equity Fund 4,88.2499
2025-06-27,100003,Nippon India Mutual Fund Equity Fund 4,88.6327
2025-06-30,100003,Nippon India Mutual Fund Equity Fund 4,86.9374
2025-07-01,100003,Nippon India Mutual Fund Equity Fund 4,88.6746
2025-07-02,100003,Nippon India Mutual Fund Equity Fund 4,89.0939
2025-07-03,100003,Nippon India Mutual Fund Equity Fund 4,89.2578
2025-07-04,100003,Nippon India Mutual Fund Equity Fund 4,90.1188
2025-07-07,100003,Nippon India Mutual Fund Equity Fund 4,91.7798
2025-07-08,100003,Nippon India Mutual Fund Equity Fund 4,92.4495
2025-07-09,100003,Nippon India Mutual Fund Equity Fund 4,93.1786
2025-07-10,100003,Nippon India Mutual Fund Equity Fund 4,93.3372
2025-07-11,100003,Nippon India Mutual Fund Equity Fund 4,93.304
2025-07-14,100003,Nippon India Mutual Fund Equity Fund 4,93.0351
2025-07-15,100003,Nippon India Mutual Fund Equity Fund 4,92.5205
2025-07-16,100003,Nippon India Mutual Fund Equity Fund 4,92.1061
2025-07-17,100003,Nippon India Mutual Fund Equity Fund 4,91.2316
2025-07-18,100003,Nippon India Mutual Fund Equity Fund 4,91.2444
2025-07-21,100003,Nippon India Mutual Fund Equity Fund 4,90.1476
2025-07-22,100003,Nippon India Mutual Fund Equity Fund 4,90.3421
2025-07-23,100003,Nippon India Mutual Fund Equity Fund 4,90.3818
2025-07-24,100003,Nippon India Mutual Fund Equity Fund 4,90.5468
2025-07-25,100003,Nippon India Mutual Fund Equity Fund 4,90.2541
2025-07-28,100003,Nippon India Mutual Fund Equity Fund 4,92.4177
2025-07-29,100003,Nippon India Mutual Fund Equity Fund 4,93.4339
2025-07-30,100003,Nippon India Mutual Fund Equity Fund 4,92.6217
2025-07-31,100003,Nippon India Mutual Fund Equity Fund 4,92.8509
2025-08-01,100003,Nippon India Mutual Fund Equity Fund 4,92.4904
2025-08-04,100003,Nippon India Mutual Fund Equity Fund 4,91.8472
2025-08-05,100003,Nippon India Mutual Fund Equity Fund 4,90.9824
2025-08-06,100003,Nippon India Mutual Fund Equity Fund 4,91.3447
2025-08-07,100003,Nippon India Mutual Fund Equity Fund 4,90.9394
2025-08-08,100003,Nippon India Mutual Fund Equity Fund 4,91.6697
2025-08-11,100003,Nippon India Mutual Fund Equity Fund 4,92.4238
2025-08-12,100003,Nippon India Mutual Fund Equity Fund 4,93.4497
2025-08-13,100003,Nippon India Mutual Fund Equity Fund 4,92.9143
2025-08-14,100003,Nippon India Mutual Fund Equity Fund 4,93.3146
2025-08-15,100003,Nippon India Mutual Fund Equity Fund 4,93.8274
2025-08-18,100003,Nippon India Mutual Fund Equity Fund 4,93.5581
2025-08-19,100003,Nippon India Mutual Fund Equity Fund 4,93.0791
2025-08-20,100003,Nippon India Mutual Fund Equity Fund 4,94.278
2025-08-21,100003,Nippon India Mutual Fund Equity Fund 4,94.5075
2025-08-22,100003,Nippon India Mutual Fund Equity Fund 4,95.0294
2025-08-25,100003,Nippon India Mutual Fund Equity Fund 4,94.5067
2025-08-26,100003,Nippon India Mutual Fund Equity Fund 4,93.7031
2025-08-27,100003,Nippon India Mutual Fund Equity Fund 4,93.3667
2025-08-28,100003,Nippon India Mutual Fund Equity Fund 4,93.3459
2025-08-29,100003,Nippon India Mutual Fund Equity Fund 4,92.6616
2025-09-01,100003,Nippon India Mutual Fund Equity Fund 4,92.7209
2025-09-02,100003,Nippon India Mutual Fund Equity Fund 4,91.6036
2025-09-03,100003,Nippon India Mutual Fund Equity Fund 4,90.8935
2025-09-04,100003,Nippon India Mutual Fund Equity Fund 4,91.4194
2025-09-05,100003,Nippon India Mutual Fund Equity Fund 4,91.9019
2025-09-08,100003,Nippon India Mutual Fund Equity Fund 4,91.6953
2025-09-09,100003,Nippon India Mutual Fund Equity Fund 4,91.0554
2025-09-10,100003,Nippon India Mutual Fund Equity Fund 4,90.4132
2025-09-11,100003,Nippon India Mutual Fund Equity Fund 4,90.2227
2025-09-12,100003,Nippon India Mutual Fund Equity Fund 4,90.7267
2025-09-15,100003,Nippon India Mutual Fund Equity Fund 4,91.4281
2025-09-16,100003,Nippon India Mutual Fund Equity Fund 4,91.1503
2025-09-17,100003,Nippon India Mutual Fund Equity Fund 4,90.4206
2025-09-18,100003,Nippon India Mutual Fund Equity Fund 4,90.6683
2025-09-19,100003,Nippon India Mutual Fund Equity Fund 4,90.1686
2025-09-22,100003,Nippon India Mutual Fund Equity Fund 4,89.8797
2025-09-23,100003,Nippon India Mutual Fund Equity Fund 4,90.8444
2025-09-24,100003,Nippon India Mutual Fund Equity Fund 4,91.4773
2025-09-25,100003,Nippon India Mutual Fund Equity Fund 4,91.6518
2025-09-26,100003,Nippon India Mutual Fund Equity Fund 4,90.8361
2025-09-29,100003,Nippon India Mutual Fund Equity Fund 4,91.0461
2025-09-30,100003,Nippon India Mutual Fund Equity Fund 4,91.8425
2025-10-01,100003,Nippon India Mutual Fund Equity Fund 4,91.6473
2025-10-02,100003,Nippon India Mutual Fund Equity Fund 4,92.6488
2025-10-03,100003,Nippon India Mutual Fund Equity Fund 4,93.6204
2025-10-06,100003,Nippon India Mutual Fund Equity Fund 4,94.8647
2025-10-07,100003,Nippon India Mutual Fund Equity Fund 4,95.1514
2025-10-08,100003,Nippon India Mutual Fund Equity Fund 4,95.6418
2025-10-09,100003,Nippon India Mutual Fund Equity Fund 4,96.7326
2025-10-10,100003,Nippon India Mutual Fund Equity Fund 4,97.1288
2025-10-13,100003,Nippon India Mutual Fund Equity Fund 4,96.8302
2025-10-14,100003,Nippon India Mutual Fund Equity Fund 4,96.571
2025-10-15,100003,Nippon India Mutual Fund Equity Fund 4,96.8141
2025-10-16,100003,Nippon India Mutual Fund Equity Fund 4,95.9388
2025-10-17,100003,Nippon India Mutual Fund Equity Fund 4,95.9034
2025-10-20,100003,Nippon India Mutual Fund Equity Fund 4,96.7669
2025-10-21,100003,Nippon India Mutual Fund Equity Fund 4,95.2331
2025-10-22,100003,Nippon India Mutual Fund Equity Fund 4,96.4058
2025-10-23,100003,Nippon India Mutual Fund Equity Fund 4,97.2926
2025-10-24,100003,Nippon India Mutual Fund Equity Fund 4,97.024
2025-10-27,100003,Nippon India Mutual Fund Equity Fund 4,97.4918
2025-10-28,100003,Nippon India Mutual Fund Equity Fund 4,97.5638
2025-10-29,100003,Nippon India Mutual Fund Equity Fund 4,98.5406
2025-10-30,100003,Nippon India Mutual Fund Equity Fund 4,99.343
2025-10-31,100003,Nippon India Mutual Fund Equity Fund 4,98.3625
2025-11-03,100003,Nippon India Mutual Fund Equity Fund 4,98.8695
2025-11-04,100003,Nippon India Mutual Fund Equity Fund 4,98.7864
2025-11-05,100003,Nippon India Mutual Fund Equity Fund 4,98.9188
2025-11-06,100003,Nippon India Mutual Fund Equity Fund 4,98.445
2025-11-07,100003,Nippon India Mutual Fund Equity Fund 4,99.8162
2025-11-10,100003,Nippon India Mutual Fund Equity Fund 4,100.6723
2025-11-11,100003,Nippon India Mutual Fund Equity Fund 4,100.1812
2025-11-12,100003,Nippon India Mutual Fund Equity Fund 4,99.2421
2025-11-13,100003,Nippon India Mutual Fund Equity Fund 4,99.0236
2025-11-14,100003,Nippon India Mutual Fund Equity Fund 4,99.4196
2025-11-17,100003,Nippon India Mutual Fund Equity Fund 4,99.6711
2025-11-18,100003,Nippon India Mutual Fund Equity Fund 4,100.6865
2025-11-19,100003,Nippon India Mutual Fund Equity Fund 4,101.3596
2025-11-20,100003,Nippon India Mutual Fund Equity Fund 4,102.1749
2025-11-21,100003,Nippon India Mutual Fund Equity Fund 4,102.5004
2025-11-24,100003,Nippon India Mutual Fund Equity Fund 4,101.4971
